V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,treatment,purchase
0.77,A,0.46,0.47,1.81,0.54,37.73,0.19,2.95,10.6,15,338,0.12,0.47,10,0.73,2.51,0,B,15.85,0,0
0.01,A,0.11,0.94,128.49,1.56,48.49,0.96,4.66,6.17,14,37.77,0.02,1.16,6,0.08,0.26,0,D,15.25,0,0
0.39,A,0.52,0.51,917.17,4.03,47.47,0.35,1.2,11.33,13,71.75,0.34,3.36,9,0.06,1.15,0,G,19.7,0,0
0.8,A,0.61,0.77,26.57,0.78,42.57,0.44,1.45,14,12,35.33,0.58,1.28,11,0.28,0.05,0,A,29.8,0,0
9.1,A,0.93,0.41,55.49,3.72,44.73,0.88,1.07,8.4,15,152.05,0.68,2.04,9,0.52,0.11,0,C,22.44,0,0
3.54,A,0.17,0.57,110.56,0.9,46.49,0.03,1.18,13.8,7,32.05,0.53,0.04,12,0.86,0.62,0,A,20.19,0,0
1.04,A,0.96,0.49,50.87,0.37,32.19,0.2,3.49,14.66,6,599.57,0.32,7.88,12,0.39,0.45,0,B,30.04,1,0
1.24,A,0.01,0.62,45.51,0.1,49.87,0.06,0.13,13.79,17,65.23,0.84,1.28,12,0.58,3.65,0,A,33.08,0,0
1.34,A,0.61,0.7,1.3,0.99,41.64,0.7,0.51,14.98,13,123.54,0.04,3.39,9,0.15,0.58,0,D,25.83,0,0
4.35,A,0.14,0.4,130.85,0.01,47.27,0.01,0.15,10.41,9,2.85,0.98,0.16,19,0.98,4.62,0,A,26.41,0,0
0.06,A,0.47,0.83,51,0.25,40.79,0.1,2.51,8.74,10,536.92,0.81,2.74,6,0.73,1.32,0,A,18.64,0,1
0.57,A,0.34,0.36,10.15,0.37,37.31,0.38,0.38,16.49,7,31.32,0.36,0.13,12,0.35,2.22,0,A,22.55,0,0
0.75,A,0.33,0.45,64.01,0.07,42.44,0.5,0.41,10.8,8,1.48,0.39,0.61,11,0.22,4.05,0,A,17.97,0,0
0.02,A,0.92,0.32,54.95,0.42,40.83,0.45,2.87,7.01,14,93.25,0.71,18.59,12,0.19,0.82,0,C,21.46,0,0
6.24,A,0.92,0.61,175.29,3.18,58.7,0.81,1.01,8,20,1634.55,0.56,25.38,2,0.37,1.19,0,C,13.28,0,0
0.62,A,0.18,0.5,0.95,0.58,37.71,0.73,2.31,3.92,15,10.43,0.7,0.73,10,0.9,1.64,0,A,6.32,0,0
0.58,A,0.24,0.29,1006.03,5.48,45.24,0.46,0.43,11.07,10,5.28,0.56,0.24,8,0.1,1,0,C,17.41,0,0
0.6,A,0.29,0.76,134.89,0.06,43.26,0.11,2.43,9.1,9,53.84,0.82,1.36,8,0.94,0.86,0,A,24.25,0,0
0.55,A,0.7,0.53,1.75,0.13,37.72,0.67,6.33,13.78,12,765.58,0.45,1.01,11,0.87,1.58,0,B,30.47,0,0
2.52,A,0.94,0.26,37.2,3.01,48.37,0.75,1.23,11.7,16,128.92,0.62,2.79,9,0.14,0.13,0,C,24.06,0,0
0.4,A,0.48,0.77,13.05,0.3,44.16,0.07,4.25,15.32,13,1085.95,0.17,3.13,11,0.34,2.38,0,E,25.41,0,0
2.35,A,0.61,0.59,47.22,0.94,47.14,0.2,2.51,10.56,17,1613.66,0.65,0.06,10,0.9,2.69,0,C,13.54,0,0
1.23,A,0.4,0.17,20.71,2.7,37.01,0.17,1.35,10.46,8,3.17,0.02,0.94,12,0.14,1.01,0,C,12.79,0,0
0.47,A,0.1,0.09,2.03,2.36,32.4,0.58,4.95,6.62,14,7.44,0.54,0.05,16,0.98,5.01,0,E,8.57,0,0
4.9,A,0.53,0.79,110.68,1.08,44.96,0.12,0.42,9.42,15,25.71,0.88,6.48,8,0.71,2.48,0,A,20.75,0,0
0.43,A,0.66,0.63,17.55,1.22,42.03,0.33,0.34,10.12,14,324.96,0.22,4.71,8,0.06,0.75,0,B,16.45,0,0
0.21,A,0.21,0.95,18.36,0.19,46.19,0.22,1.21,13.17,16,211.93,0.73,4.85,9,0.49,3.29,0,B,25.93,0,0
1.77,A,0.95,0.59,206.16,0.67,49.07,0.61,5.51,6.59,15,362.37,0.53,15.77,5,0.7,0.68,1,A,22.83,0,0
0.43,A,0.06,0.48,3.76,0.72,49.06,0.86,0.08,13.99,12,17.58,0.05,0.1,12,0.11,4.49,0,F,13.57,0,0
1.14,A,0.9,0.36,139.63,1.55,48.79,0.62,0.61,7.89,12,101.95,0.47,1.69,12,0.46,4.38,0,J,13.71,0,0
2.74,A,0.16,0.75,59.29,0.28,51.49,0.32,0.42,11.31,21,92.58,0.81,0.15,10,0.65,7.17,0,A,13.29,0,0
2.47,A,0.04,0.71,1.25,1.99,44.23,0.47,0.03,7.47,25,95.97,0.81,0.74,9,0.42,1.62,0,A,9.76,0,0
3.04,A,0.59,0.14,199.23,3.67,52.61,0.81,1.13,9.2,16,190.1,0.37,0.99,7,0.52,2.03,0,F,18.17,0,0
0.66,A,0.91,0.74,974.89,1.49,46.42,0.62,3.46,3.04,14,56.9,0.91,6.7,6,0.58,0.16,1,A,16.59,1,1
2.29,A,0.53,0.09,602.66,1.56,52.24,0.88,0.95,3.65,16,4.37,0.8,26.9,7,0.19,0.75,0,A,23.45,0,0
2.01,A,0.66,0.71,10.03,2.19,51.73,0.6,3.83,8.73,18,41.38,0.09,75.83,3,0.28,0.16,0,B,18.7,0,0
1.15,A,0.79,0.34,7.71,1.68,39.11,0.54,0.97,11.44,11,10.12,0.35,2.06,11,0.43,0.89,0,C,20.29,0,0
0.79,A,0.57,0.47,7.77,1.39,42.76,0.27,9.92,8.39,15,5322.52,0.21,3.14,5,0.9,0.49,0,B,16.95,0,0
2.37,A,0.19,0.91,0.47,0.01,45.24,0.8,2.44,13.88,20,874.25,0.49,1.28,9,0.97,10.35,0,B,28.34,0,0
0.37,A,0.43,0.54,616.07,1.92,39.88,0.04,10.51,6.88,15,54.07,0.81,3.15,7,0.69,0.38,1,A,17.41,0,1
1.66,A,0.09,0.97,115.79,0.95,48.98,0.06,1.42,13.9,17,367.34,0.7,0.26,9,0.78,1.92,0,B,24.31,0,1
1.61,A,0.52,0.4,3.16,1.27,46.79,0.73,0.77,8.52,20,111.99,0.52,0.44,11,0.85,8.55,0,G,12.93,0,0
0.67,A,0.43,0.83,10.72,0.15,45.48,0.23,2.11,13.34,16,1566.01,0.24,0.99,8,0.4,3.8,0,A,22.85,1,0
3.9,A,0.18,0.3,145.76,0.82,47.7,0.54,1.59,8.09,15,9.79,0.71,3.88,8,0.8,1.34,0,A,25.81,0,0
1.12,A,0.53,0.39,21.76,3.94,45.36,0.58,4.69,9.41,12,83.64,0.2,0.03,9,0.87,1.87,0,F,10.25,0,0
0.18,A,0.05,0.53,1.6,2.85,37.45,0.66,3.7,12.99,14,19.61,0,0.26,11,0.12,4.13,0,F,6.44,1,0
0.46,A,0.78,0.32,183.84,3.13,38.64,0.47,2.82,8.6,8,36.93,0.56,0.21,12,0.67,1.01,0,E,15.07,0,0
0.32,A,0.89,0.45,2308.6,0.73,41.1,0.01,4.91,5.39,13,9.62,0.98,11.2,9,0.59,1.23,1,A,14.97,0,0
0.58,A,0.21,0.81,123.98,0.6,49.41,0.81,0.81,4.94,14,27,0.92,0.14,8,0.86,2.71,0,A,15.1,0,0
0.87,A,0.67,0.87,908.01,0.8,49.56,0.91,2.04,6.04,17,174,0.98,9.32,4,0.6,1.42,0,A,23.37,0,0
1.72,A,0.89,0.31,18.46,1.02,41.25,0.37,1.62,10.02,12,277.17,0.5,10.67,9,0.35,0.54,0,B,25.3,0,0
2,A,0.89,0.56,122.58,0.56,45.14,0.64,0.5,12.45,13,50.44,0.91,0.6,12,0.54,3.34,0,C,25.83,1,0
1.29,A,0.26,0.87,53.82,0.48,48.35,0.85,2.75,8,16,34.61,0.53,3.18,6,0.44,1,0,A,17.26,0,0
0.64,A,0.67,0.23,14.01,1.58,40.92,0.5,2.52,11.19,16,70.84,0.41,1.28,13,0.22,1.02,0,C,24.47,0,0
1.75,A,0.57,0.15,47.13,0.55,42.78,0.85,3.61,8.33,15,270.96,0.28,0.93,10,0.74,6.98,0,C,20.11,0,0
3.05,A,0.82,0.38,715.07,1.89,47.69,0.28,2.78,10.85,16,412.13,0.57,25.19,7,0.3,0.57,0,C,34.58,1,0
0.07,A,0.01,0.44,46.65,0.04,45.53,0.88,5.97,9.17,17,28.54,0.64,2.58,10,0.82,10.07,0,B,29.99,0,0
0.88,A,0.78,0.69,2.79,4.46,43.6,0.89,1.47,6.95,18,1383.21,0.54,1.68,7,0.62,2.19,0,I,10.92,0,0
0.34,A,0.57,0.69,2.34,1.75,41.56,0.99,0.41,2.73,18,628.59,0.64,0.89,7,0.7,5.74,0,F,3.36,0,0
3.75,A,0.59,0.08,7.74,3.11,41.97,0.28,0.15,13.14,10,29.16,0.05,10.45,9,0.02,0.16,0,B,18.76,1,0
0.2,A,0.49,0.27,350.67,1.57,40.17,0.37,10.62,8.8,14,79.91,0.03,81.06,9,0.2,2.22,0,D,27,0,0
1.78,A,0.6,0.31,2.73,0.48,50.71,0.57,0.68,13.94,15,1242.83,0.22,0.37,8,0.58,3.9,0,C,14.69,0,0
0.4,A,0.05,0.41,13.49,0.19,43.64,0.63,1.64,6.17,17,12.57,0.98,0.88,11,0.98,3.9,0,A,23.34,0,0
2.44,A,0.81,0.22,1119.73,5.4,46.15,0.69,1.76,8.63,10,10.7,0.94,0.49,11,0.82,1.21,0,I,18,0,0
0.15,A,0.13,0.16,26.39,1.48,45.42,0.69,3.46,9.13,12,11.25,0.3,0.25,11,0.35,0.66,0,C,17.72,0,0
2.17,A,0.03,0.89,3.95,0.34,41.15,0.16,2.09,10.66,18,112.64,0.82,1.19,11,0.86,0.33,0,A,27.66,0,1
3.1,A,0.85,0.9,338.19,1.05,46.85,0.57,4.52,14.06,16,489.72,0.62,10.17,8,0.43,0.87,0,C,35.66,0,0
2.33,A,0.79,0.17,356.77,1.67,40.18,0.68,5.24,12.09,8,18.23,0.1,1.53,11,0.45,0.59,0,C,28.07,0,0
1.11,A,0.32,0.88,7.27,0.02,42.52,0.63,0.32,12.63,12,92.9,0.89,2.11,11,0.86,3.88,0,A,34.54,0,0
4.64,A,0.23,0.35,163.77,1.35,44.78,0.03,0.3,10.11,11,3.94,0.99,0.04,17,0.84,0.07,0,A,22.27,1,0
4.92,A,0.97,0.83,4807.4,1.28,48.71,0.26,0.26,11.33,11,1603.86,0.88,27.05,3,0.17,0.68,0,A,21.46,0,0
2.31,A,0.23,0.96,12.17,0.13,46.13,0.86,1.45,9.94,14,2.19,0.82,0.46,13,0.94,1.85,0,B,28.51,0,0
2.66,A,0.91,0.12,1919.97,2.23,51.85,0.21,0.39,12.44,7,167.8,0.31,5.45,7,0.08,0.56,0,C,20.01,1,0
2.04,A,0.25,0.83,146.37,0.08,51.09,0.27,2.64,4.98,21,77.39,0.8,34.71,8,0.5,1.32,0,A,26.25,0,0
3.1,A,0.59,0.2,4.06,0.65,41.01,0.21,0.78,10.63,15,254.27,0.84,3.63,10,0.76,1.12,0,A,25.55,0,0
0.89,A,0.86,0.08,298.11,5.49,45.52,0.94,2.95,12.03,7,139.31,0,25.44,5,0.03,0.7,0,L,20.6,0,0
4.04,A,0.96,0.96,4.44,0.94,40.87,0.97,0.81,11.92,16,3033.81,0.21,1.49,8,0.36,2.92,0,D,16.17,0,0
1.17,A,0.6,0.19,15.84,1.94,47.39,0.23,5.22,6.24,16,122.03,0.28,3.21,7,0.59,0.3,0,A,13.45,0,0
0.65,A,0.42,0.35,5.6,2.2,45.32,0.82,5.24,9.41,15,337.21,0.12,3.79,7,0.48,1.58,0,D,14.23,1,0
0.98,A,0.21,0.05,166.06,1.09,46.98,0.71,9.84,2.3,17,364.88,0.81,1.86,8,0.98,3.47,0,A,21.26,0,0
0.54,A,0.72,0.43,920.8,1.65,43.41,0.42,3.41,13.35,8,1006.32,0.38,0.13,10,0.34,0.69,0,C,22.89,0,0
0.33,A,0.81,0.18,369.69,0.33,45.27,0.84,10.48,6.6,15,872.43,0.26,319.19,4,0.43,2.2,0,A,28.32,0,0
2.87,A,0.8,0.51,7.15,1.8,41.63,0.27,1.93,8.32,18,411.37,0.37,10.85,7,0.66,1.89,0,C,18.69,0,0
1.06,A,0.93,0.45,14.6,0.56,40.6,0.7,1.55,6.08,17,116.96,0.66,3.86,10,0.62,4.91,0,C,11.87,0,0
3.63,A,0.11,0.26,25.58,0.43,51.29,0.56,0.5,1.11,16,8.98,0.96,0.74,8,0.99,1.75,0,A,16.22,0,0
0.6,A,0.63,0.35,8.18,7.68,45.49,0.03,2.23,10.17,18,1236.67,0.2,0.51,12,0.13,0.07,0,K,9.21,0,0
3.06,A,0.3,0.4,9.78,0.64,47.39,0.18,1.36,11.4,18,78.41,0.36,1.97,11,0.53,2.3,0,A,20.67,1,0
0.51,A,0.59,0.74,39.11,1.98,45.1,0.66,3.02,3.99,24,818.82,0.84,0.92,7,0.78,4.39,0,D,11.87,0,0
1.16,A,0.22,0.04,9.6,0.64,45.49,0.51,0.21,10.34,12,27.35,0.4,0.17,14,0.41,2.94,0,B,17.52,0,0
2.86,A,0.21,0.7,109.82,2.56,51.86,0.73,0.33,4.66,23,5.73,0.87,10.3,8,0.27,1.41,0,B,18.61,0,0
0.07,A,0.11,0.46,193.14,0.61,45.48,0.06,1.87,12.44,15,639.53,0.59,1.13,10,0.22,2.67,0,B,22.58,0,0
0.45,A,0.56,0.99,47.13,0.56,45.78,0.88,2.11,6.9,16,2.93,0.49,25.9,8,0.28,1.01,0,B,21.86,0,0
2.4,A,0.77,0.73,161.48,0.15,47.54,0.88,1.02,4.45,14,44.82,0.94,17.46,6,0.82,1.77,0,A,23.37,0,0
0.62,A,0.13,0.76,37.05,4.16,49.57,0.93,0.72,3.75,16,3.57,0.29,0.38,7,0.46,2.21,0,E,1.38,0,0
0.53,A,0.57,0.11,0.76,3.08,40.52,0.96,0.28,11.9,12,67.05,0.05,0.45,9,0.08,1.43,0,D,13.47,0,0
1.86,A,0.67,0.13,45.06,0.48,45.38,0.06,9.63,8.27,20,299.43,0.34,13.61,8,0.77,2.11,0,A,25.98,0,0
1.6,A,0.43,0.6,6.94,2.5,50.09,0.23,1.53,8,14,73.17,0.43,0.21,8,0.77,0.51,0,C,5.21,0,0
2.25,A,0.71,0.6,599.5,0.72,43,0.69,3.16,9.05,6,13.55,0.31,7.1,7,0.46,0.64,0,A,25.64,0,0
0.24,A,0.1,0.74,8.11,0.12,46.03,0.31,2.38,9.13,19,77.04,0.55,2.92,8,0.27,0.32,0,A,21.46,0,0
1.74,A,0.58,0.8,464.26,3.76,45.8,0.4,2.36,5.43,15,36.67,0.89,4.33,5,0.62,0.3,0,A,13.14,0,0
0.83,A,0.51,0.39,71.96,2.24,45.31,0.17,0.93,14.25,15,307.29,0.81,0.02,12,0.54,2.26,0,D,18.15,0,0
0.15,A,0.21,0.6,34.11,0.27,45.99,0.26,0.26,9.98,15,31.26,0.48,1.24,12,0.18,4.8,0,B,15.67,0,0
0.36,A,0.06,0.12,11.02,2.26,47.72,0.19,0.17,14.58,8,211.96,0.57,0.3,8,0.22,0.03,0,B,25.19,1,0
3.07,A,0.99,0.35,85.28,3.13,38.75,0.16,1.36,8.99,18,614.04,0.92,3.16,12,0.36,1.71,0,C,15.51,0,0
0.52,A,0.9,1,49.9,0.68,42.77,0.56,6.53,11.11,15,372.77,0.46,31.43,2,0.55,1.71,1,A,16.12,0,1
2.48,A,0.03,0.87,31.37,0.38,44.33,0.81,0.07,6.99,14,0.13,0.97,0.32,13,0.86,3.8,0,A,20.62,0,0
0.47,A,0.18,0.95,53.41,0.54,50.94,0.99,1.79,4.27,27,90.22,0.66,14.4,4,0.29,6.17,0,B,11.7,0,0
1.13,A,0.54,0.99,2044.86,0.71,47.53,0.8,1.63,3.94,16,22.79,0.87,16.85,5,0.38,2.41,0,A,14.66,0,0
0.92,A,0.97,0.68,1362.52,0.12,38.23,0.65,7.79,9.9,7,30.94,0.9,25.62,9,0.75,0.49,1,A,33.27,1,0
1.55,A,0.15,0.58,10.91,0.02,47.92,0.16,2.17,10.79,17,5886.65,0.86,0.27,8,1,5.14,0,A,27.6,1,0
3.29,A,0.05,0.91,1.67,0.44,44.54,0.43,0.1,13.02,16,7.6,0.58,0.02,16,0.79,4.15,0,B,13.29,0,0
0.18,A,0.27,0.22,34.81,0.8,47.09,0.37,2.15,10.36,15,42.82,0.42,0.2,12,0.66,4.98,0,C,20.01,0,0
0.72,A,0.04,0.62,42.99,1.21,51.54,0.04,0.35,12.39,13,25.31,0.45,0.28,10,0.24,0.92,0,A,16.69,0,0
4.19,A,0.65,0.72,67.91,1.34,43.35,0.25,2.97,8.76,10,6.5,0.86,1.38,9,0.97,0.08,1,A,27.14,0,1
0.39,A,0.1,0.71,430.27,2.58,56.6,0.68,2.79,8.27,24,619.33,0.31,13.49,4,0.18,4.62,0,F,16.44,0,0
0.31,A,0.43,0.3,36.33,2.4,44.2,0.7,2.92,12.79,17,9.97,0.62,1.57,12,0.14,0.69,0,D,21.78,0,0
5.05,A,0.29,0.13,41.85,0.5,47.89,0.16,0.14,10.66,16,728.72,0.89,0.21,11,0.86,4.06,0,B,19.93,1,0
1.85,A,0.55,0.27,2.01,0.47,47.53,0.89,1.39,7.98,25,121.5,0.44,0.89,15,0.72,11.29,0,H,15.95,0,0
0.68,A,0.37,0.67,134.24,1.33,53.47,0.89,4.28,7.72,18,112.66,0.09,11.9,6,0.42,3.42,0,F,23.92,0,0
1.01,A,0.26,0.97,24.13,0.09,48.46,0.88,1.04,11.28,15,205.05,0.69,0.86,8,0.83,7.68,0,C,21.26,0,0
0.24,A,0.08,0.49,309.12,0.89,47.57,0.13,2.74,13.07,12,151.63,0.53,0.78,10,0.63,2.54,0,C,28.92,0,0
1.14,A,0.87,0.31,62.4,1.42,46.59,0.52,2.55,14.6,9,17620.52,0.01,0.42,7,0.3,1.72,0,G,20.7,0,0
2.64,A,0.67,0.15,132.84,1.36,46.25,0.06,0.16,7.24,9,13.47,0.89,0.16,11,0.73,0.58,0,A,14.21,0,0
0.01,A,0.55,0.49,57.32,2.51,52.2,0.33,3.4,12.81,13,3557.96,0,4.57,5,0,0.08,0,D,18.36,0,0
0.94,A,0.97,0.14,459.24,2.43,47.06,0.74,1.65,8.45,10,39.28,0.43,16.12,8,0.33,1.75,0,G,20.17,0,0
0.18,A,0.35,0.79,152.49,0.89,50.95,0.79,1.64,6.72,15,6.44,0.3,10.83,6,0.13,3.42,0,C,15.11,1,0
0.11,A,0.08,0.87,3.17,0.43,41.83,0.42,0.79,15.36,14,34.26,0.24,0.8,12,0.52,5.68,0,E,23.98,0,0
1.23,A,0.18,0.97,21.27,0.04,43.14,0.67,0.77,9.9,12,1.34,0.25,1.39,11,0.54,6.26,0,A,18.81,0,0
9.43,A,0.81,0.83,183.11,3.33,46.48,0.07,0.43,12.16,13,31.48,0.67,6.5,9,0.29,0.07,0,B,25.77,0,0
2.51,A,0.84,0.69,246.2,6.48,49.98,0.79,1.85,10.12,16,189.96,0.37,2.13,6,0.1,1.18,0,H,8.58,0,0
2.3,A,0.39,0.08,0.19,0.6,38.44,0.66,1.12,10.25,18,81.14,0.64,0.01,17,0.98,11.93,0,C,10.51,0,0
2.67,A,0.72,0.89,83.57,0.37,41.58,0.33,0.79,7.22,13,27,0.83,1.36,11,0.91,1.92,0,B,22.13,0,1
0.46,A,0.04,0.53,19.05,0.15,35.34,0.33,0.89,10.73,10,2.53,0.4,0.19,15,0.45,4.69,0,A,16.86,0,0
6.58,A,0.96,0.36,46.65,0.46,49.41,0.75,2.66,3.17,22,449.67,0.88,102.52,4,0.96,5.49,0,A,18.05,0,0
2.76,A,0.44,0.2,318.04,3.05,44.5,0.82,3.84,7.76,13,112.69,0.19,1.87,7,0.41,1.09,0,B,18.46,0,0
0.86,A,0.07,0.55,0.51,1.63,50.43,0.92,0.86,10.1,23,863.33,0.5,1.48,5,0.73,2.63,0,D,19.36,1,0
2.61,A,0.85,0.01,71,3.99,44.47,0.66,0.34,8.76,10,25.74,0.08,6.03,10,0.08,0.23,0,D,19.54,0,0
0.08,A,0.24,0.49,70.35,3.51,39.11,0.17,1.11,10.34,12,51.27,0.3,0.85,10,0.02,0.11,0,B,16.52,0,0
7.86,A,0.79,0.83,46.24,0.74,43.25,0.54,3.55,9.9,14,698.68,0.54,6.05,5,0.93,0.53,0,A,24.71,1,1
0.72,A,0.22,0.91,26.12,0.48,47.63,0.46,4.09,9.46,17,33.25,0.28,3.74,9,0.65,2.94,0,B,22.31,0,0
1.69,A,0.52,0.81,71.92,0.05,34.97,0.26,2.09,8.55,11,11.87,0.88,0.25,16,0.94,2.25,1,A,20.99,0,1
0.44,A,0.51,0.8,23.92,2.35,52.36,1,0.36,7.74,15,8.91,0.87,0.68,5,0.58,0.87,0,E,16.35,0,0
2.4,A,0.52,0.76,5.18,1.98,45.59,0.84,1.07,8.07,15,509.33,0.51,0.35,6,0.84,0.88,0,B,10.44,0,0
0.1,A,0.22,0.49,15.97,1.31,50.71,0.83,0.87,11.64,19,81.81,0.27,5.48,6,0.04,3.05,0,C,15.72,1,0
1.14,A,0.56,0.25,58.84,2.25,34.78,0.33,1.19,11.66,6,1.96,0.45,1.83,12,0.52,0.91,0,B,23.3,0,0
0.93,A,0.87,0.11,133.52,1.21,48.06,0.41,3.76,9,13,204.86,0.2,5.36,10,0.38,1.37,0,D,21.44,0,0
2.14,A,0.82,0.94,295.14,0.22,50.08,0.27,2.97,8.72,17,378.08,0.88,20.95,6,0.82,3.05,0,A,24.47,0,0
0.92,A,0.18,0.96,8.6,1.16,45.91,0.61,0.65,13.37,19,649.89,0.39,0.51,6,0.25,2.13,0,B,14.57,0,0
0.99,A,0.25,0.56,376.92,2.05,46.58,0.1,6.05,13.66,15,473.82,0.36,0.79,8,0.46,0.76,0,B,27.47,0,0
3.64,A,0.49,0.14,42.9,2.63,49.16,0.69,4.95,9.25,13,12.54,0.16,2.03,11,0.53,0.39,0,D,23.62,0,0
4.13,A,0.74,0.06,186.56,2.91,49.51,0.28,1.21,12.21,11,274.06,0.81,0.2,10,0.58,0.29,0,B,23.41,0,0
2.24,A,0.09,0.33,126.54,0.55,48.37,0.78,1.57,7.27,13,0.86,0.92,0.57,12,0.83,1.84,0,A,24.58,0,0
0.07,A,0.61,0.98,830.65,1.06,47.24,0.87,4.07,8.27,16,469.23,0.4,1.06,6,0.34,2.83,0,E,14.29,0,1
0.38,A,0.32,0.76,1133.97,1.26,57.77,0.9,5.35,10.61,24,93.43,0.4,227.72,5,0.05,0.88,0,E,34.56,1,0
4.98,A,0.87,0.84,39.66,0.58,43,0.88,0.26,8.19,13,770.03,0.94,1.74,5,0.95,9.66,0,B,14.08,0,0
0.54,A,0.8,0.81,6.85,0.76,37.24,0.4,7.35,12.01,13,5166.22,0.17,0.04,11,0.98,2.59,1,E,16.79,0,1
0.61,A,0.41,0.35,56.49,1.22,39.89,0.47,0.38,11.16,11,9.33,0.89,0.05,13,0.66,2.7,0,B,11.8,0,0
1.63,A,0.87,0.06,0.51,4.45,33.63,0.03,5.15,22.17,7,9191.83,0,0.06,12,0.22,0.05,0,G,22.47,0,0
6.92,A,0.74,0.46,4.29,1.58,34.4,0.15,2.27,13.93,12,1038.91,0.66,0.6,12,0.86,0.16,0,B,22.02,0,1
2.8,A,0.34,0.72,2.81,0.03,41.29,0.54,3.18,13.67,10,1045.42,0.1,0.36,9,0.94,3.55,0,A,28.43,0,0
1.14,A,0.43,0.68,218.54,2.52,51.94,0.75,2.75,7.29,19,71.9,0.5,16.98,3,0.22,0.25,0,A,18.61,0,0
1.24,A,0.48,0.36,76.28,2.74,52.08,0.55,3.94,8.45,18,1308.83,0.12,2.19,5,0.21,0.23,0,B,12.82,0,0
1.53,A,0.48,0.68,189.46,3.31,40.94,0.43,4.1,9.69,13,3.35,0.49,1.23,9,0.37,0.24,0,B,19.86,1,0
3.47,A,0.77,0.05,2.39,2.55,41.17,0.28,1.33,13.33,14,444.18,0.45,0.22,13,0.7,1.15,0,D,15.19,0,0
1.13,A,0.14,0.18,63.87,0.64,43.74,0.13,1.27,7.72,15,36.97,0.93,0.71,13,0.93,3.61,0,B,19.21,0,0
1.97,A,0.68,0.29,109.03,1.68,45.93,0.05,2.07,9.59,12,1092.64,0.72,1.05,9,0.69,0.28,0,A,23.48,1,0
1.12,A,0.79,0.9,55.23,1.79,48.3,0.25,1.94,10.09,16,4308.33,0.08,6.61,5,0.31,2.21,0,G,11.64,0,1
2.49,A,0.98,0.24,1946.47,4.91,45.45,0.17,3.03,9.06,11,826.1,0.52,7.21,7,0.1,0.02,0,B,18.91,0,0
6.15,A,0.41,0.89,148.06,0.32,52.36,0.08,0.46,12.62,11,97.8,0.81,3.59,6,0.83,0.91,0,A,27.38,0,0
4.45,A,0.99,0.96,177.48,0.57,48.42,0.4,1.56,7.27,20,288.8,0.97,266.61,6,0.59,1.25,0,A,25.85,0,0
0.69,A,0.33,0.72,30.77,4.78,48.76,0.32,2.48,8.77,21,475.43,0.39,0.22,9,0.31,0.45,0,E,9.46,0,0
0.01,A,0.2,0.52,279.55,2.74,46.09,0.74,4.42,11.81,12,192.8,0.18,3.52,5,0.01,0.08,0,A,22.74,0,0
1.47,A,0.59,0.29,797.31,4.79,48.69,0.15,0.86,12.46,15,16.16,0.73,0.36,10,0.09,1.44,0,D,14.43,0,0
1.27,A,0.5,0.84,2.28,0.43,45.3,0.84,4.9,15.81,21,1905.46,0.01,33.73,9,0.14,0.19,0,D,39.24,0,0
2.54,A,0.45,0.33,2.21,1.24,40.62,0.4,1.21,7.6,16,6.17,0.58,0.42,13,0.8,1.31,0,B,15.41,1,0
2.57,A,0.88,0.57,501.69,1.16,48.75,0.44,0.83,4.69,16,36.2,0.99,17.3,7,0.68,0.64,0,A,19.28,1,0
0.78,A,0.29,0.68,49.83,0.77,54.11,0.36,1.1,7.33,19,4787.27,0.67,0.66,4,0.73,1.31,0,A,13.42,0,0
2.6,A,0.06,0.32,833.06,0.31,53.77,0.69,1.65,3.89,16,15.42,0.99,1.73,8,0.97,2.5,0,A,24.44,0,0
1.34,A,0.87,0.56,230.42,5.48,45.29,0.14,0.27,9.15,12,2829.12,0.66,0.6,7,0.14,0.25,0,C,7.14,1,0
0.04,A,0.06,0.54,103.52,0.31,44.02,0.33,3.71,11.31,13,142.03,0.18,1.96,9,0.5,5.81,0,C,23.51,0,0
0.26,A,0.6,0.26,31.73,1.55,44.93,0.57,4.31,9.93,15,291.12,0.44,6.09,6,0.35,0.9,0,B,15.98,0,0
0.27,A,0.47,0.1,8.65,6.19,44.25,0.13,1.23,9.18,17,119.3,0.21,0.63,9,0.06,0.71,0,C,1.77,0,0
2.42,A,0.21,0.81,439.14,0.19,52.72,0.73,0.13,13.32,14,135.15,0.66,1.29,9,0.27,2.66,0,B,35.04,0,0
1.59,A,0.72,0.64,187.59,1.03,48.97,0.13,1.9,5.23,18,126.95,0.9,21.18,7,0.71,0.48,0,A,22.93,0,0
1.03,A,0.75,0.31,1886.8,0.61,41.41,0.59,0.9,1.58,7,1.04,0.98,7.15,8,0.81,0.45,1,A,19.16,0,0
0.73,A,0.65,0.57,1.98,0.28,41.33,0.68,2.26,6.68,17,100.04,0.57,32.89,5,0.59,0.63,1,A,16.21,0,0
1.72,A,0.26,0.19,560.07,2.05,43.88,0.6,0.89,10.88,11,6.29,0.81,1.56,12,0.28,0.71,0,C,28.66,1,0
3.34,A,0.55,1,473.27,0.86,52.41,0.74,0.13,5.95,19,11.38,0.8,15.43,6,0.24,2.94,0,A,14.78,0,0
